"period","sex","raceEthnicity","foreign","majorCauses","age","deaths","pop","ASDR","logASDR","ASDR.SD","coefOfVar"
"2017-2019","Male","Asian","Foreign-Born","Diabetes","65-100",2992,2802651.146996678,116.00957576951681,4.753672737436537,0.26402227104254666,0.22758661885558099
"2017-2019","Male","Asian","Foreign-Born","External Causes","65-100",2525,2802651.146996678,97.70660831214953,4.581969195575558,0.24298461322771578,0.24868800322229725
"2017-2019","Male","Asian","Foreign-Born","Malignant Neoplasm","65-100",16285,2802651.146996678,616.296267045736,6.423727800909023,0.6237694004239804,0.10121258780522353
"2017-2019","Male","Asian","Foreign-Born","Respiratory diseases","65-100",6852,2802651.146996678,281.1950383638923,5.639048515271215,0.35880106386647875,0.1275986468161494
"2017-2019","Male","Asian","Foreign-Born","Total","65-100",64933,2802651.146996678,2578.5447542451934,7.854980470038155,1.0631897562084693,0.04123216222864018
"2017-2019","Male","Asian","US-Born","All other causes","65-100",2031,454721.8530033224,425.5756113370842,6.053442632196305,1.2620657464925173,0.2965549981887654
"2017-2019","Male","Asian","US-Born","Alzheimer's disease and dementia","65-100",1443,454721.8530033224,276.87844030642793,5.623578566208175,0.6849769680564145,0.24739267069632953
"2017-2019","Male","Asian","US-Born","COVID-19","65-100",0,454721.8530033224,0,NA,0,NA
"2017-2019","Male","Asian","US-Born","Circulatory diseases","65-100",5515,454721.8530033224,1138.5536556857198,7.037514012795324,1.9216182892915874,0.1687771392850387
"2017-2019","Male","Asian","US-Born","Diabetes","65-100",644,454721.8530033224,137.94533150094844,4.926857458125789,0.781779824068658,0.5667316287998357
"2017-2019","Male","Asian","US-Born","External Causes","65-100",534,454721.8530033224,111.53412079401059,4.714330560176581,0.6580717032412031,0.5900182819000996
"2017-2019","Male","Asian","US-Born","Malignant Neoplasm","65-100",3064,454721.8530033224,661.9206979601379,6.495145757160421,1.6950413288423214,0.2560792152392249
"2017-2019","Male","Asian","US-Born","Respiratory diseases","65-100",1598,454721.8530033224,327.57523385550144,5.791717750389505,1.0321570055636817,0.31509006142356366
"2017-2019","Male","Asian","US-Born","Total","65-100",14829,454721.8530033224,3079.98309143983,8.032679386160288,2.971969460092932,0.09649304466485224
"2017-2019","Male","Asian","Total","All other causes","65-100",11816,3257373,392.6659073087934,5.972959141692979,0.43009460204544986,0.10953194408783304
"2017-2019","Male","Asian","Total","Alzheimer's disease and dementia","65-100",5623,3257373,202.79999856896097,5.312220264660622,0.21907524377339965,0.10802526889511016
"2017-2019","Male","Asian","Total","COVID-19","65-100",0,3257373,0,NA,0,NA
"2017-2019","Male","Asian","Total","Circulatory diseases","65-100",27829,3257373,935.773888876381,6.841373875581177,0.6228834056582514,0.06656345224658608
"2017-2019","Male","Asian","Total","Diabetes","65-100",3636,3257373,118.72114767011155,4.776777446404956,0.25129324820589544,0.21166679495397042
"2017-2019","Male","Asian","Total","External Causes","65-100",3059,3257373,100.1878923122832,4.607047346142848,0.2281288774516866,0.2277010446937186
"2017-2019","Male","Asian","Total","Malignant Neoplasm","65-100",19349,3257373,622.1108506767623,6.433118293382628,0.5857053037604498,0.09414806109285688
"2017-2019","Male","Asian","Total","Respiratory diseases","65-100",8450,3257373,288.46327824344917,5.664567792728689,0.3398373669553852,0.1178095766729028
"2017-2019","Male","Asian","Total","Total","65-100",79762,3257373,2660.7229636567417,7.886353155695702,1.002904334953253,0.037692925894656844
"2020","Female","White","Foreign-Born","All other causes","65-100",8277,1394424.396164511,497.53633788370763,6.209668594903563,0.7201330647391214,0.1447397928364868
"2020","Female","White","Foreign-Born","Alzheimer's disease and dementia","65-100",10916,1394424.396164511,589.5770913374278,6.379405485536529,0.5426043166436479,0.09203280192125099
"2020","Female","White","Foreign-Born","COVID-19","65-100",6985,1394424.396164511,407.8734845373513,6.010957039399016,0.6110344715555247,0.14980980493218818
"2020","Female","White","Foreign-Born","Circulatory diseases","65-100",21188,1394424.396164511,1209.6850420165808,7.098115308853876,0.9534246872844049,0.0788159441646908
"2020","Female","White","Foreign-Born","Diabetes","65-100",1330,1394424.396164511,83.40349120958471,4.423690169514749,0.3268206115586182,0.39185483343538985
"2020","Female","White","Foreign-Born","External Causes","65-100",1645,1394424.396164511,99.0495660651487,4.595620392167257,0.32554644334062327,0.32867023680497387
"2020","Female","White","Foreign-Born","Malignant Neoplasm","65-100",10260,1394424.396164511,672.1415014200862,6.51046888594632,0.973626106072337,0.1448543355848851
"2020","Female","White","Foreign-Born","Respiratory diseases","65-100",4699,1394424.396164511,280.82995219391444,5.637749333820343,0.5418077264891824,0.19293089011924966
"2020","Female","White","Foreign-Born","Total","65-100",65300,1394424.396164511,3840.096466663802,8.253252766793263,1.7025493645078793,0.04433610924329252
"2020","Female","White","US-Born","All other causes","65-100",136655,21799259.60383549,595.6789050503551,6.389701771971957,0.20456194946895617,0.03434097594100025
"2020","Female","White","US-Born","Alzheimer's disease and dementia","65-100",156224,21799259.60383549,652.7653099103386,6.481217661781916,0.15638451255937239,0.023957233968338907
"2020","Female","White","US-Born","COVID-19","65-100",83818,21799259.60383549,359.64401097659203,5.88511468380878,0.14676788240636154,0.040809210754774436
"2020","Female","White","US-Born","Circulatory diseases","65-100",277471,21799259.60383549,1183.451591517925,7.076190525302054,0.2464981573969991,0.02082874865044833
"2020","Female","White","US-Born","Diabetes","65-100",19863,21799259.60383549,87.860865487731715,4.475754489258638,0.08620626809085732,0.0981167982039678
"2020","Female","White","US-Born","External Causes","65-100",26282,21799259.60383549,113.73312467613792,4.7338546923299525,0.08696133806290943,0.07646087128137664
"2020","Female","White","US-Born","Malignant Neoplasm","65-100",153392,21799259.60383549,686.2432804719841,6.5312322011138475,0.24630269161373575,0.03589145404007946
"2020","Female","White","US-Born","Respiratory diseases","65-100",90890,21799259.60383549,397.72031776559174,5.985749039079651,0.1731966942537823,0.04354735891462827
"2020","Female","White","US-Born","Total","65-100",944595,21799259.60383549,4077.0974058566558,8.313140594085647,0.44445593571442626,0.010901283228504074
"2020","Female","White","Total","All other causes","65-100",144932,23193684,589.4768170814178,6.379235392794313,0.19698882139217352,0.03341756888209662
"2020","Female","White","Total","Alzheimer's disease and dementia","65-100",167140,23193684,648.4865191492798,6.474641215798379,0.15041373305029693,0.02319458132261838
"2020","Female","White","Total","COVID-19","65-100",90803,23193684,362.88107264000536,5.894075157003268,0.14261729531883824,0.03930138716833025
"2020","Female","White","Total","Circulatory diseases","65-100",298659,23193684,1185.5990810096168,7.07800347941468,0.238481222298814,0.020114828538474513
"2020","Female","White","Total","Diabetes","65-100",21193,23193684,87.61673335780085,4.472971999766556,0.08332976828543713,0.0951071388899458
"2020","Female","White","Total","External Causes","65-100",27927,23193684,112.72990909816775,4.724994772688402,0.08397305207473854,0.07449048149379142
"2020","Female","White","Total","Malignant Neoplasm","65-100",163652,23193684,685.3797868212096,6.529973117936495,0.23861187267291567,0.03481454768014055
"2020","Female","White","Total","Respiratory diseases","65-100",95589,23193684,390.32262949102665,5.966973652241978,0.16594041982908828,0.04251365595827008
"2020","Female","White","Total","Total","65-100",1009895,23193684,4062.492548648524,8.309551992457486,0.42992715746631904,0.01058284174845671
"2020","Female","Hispanic","Foreign-Born","All other causes","65-100",6289,1527201.5266383477,411.52024500570957,6.019858216976707,0.6565896494569158,0.15955221096055822
"2020","Female","Hispanic","Foreign-Born","Alzheimer's disease and dementia","65-100",6102,1527201.5266383477,399.6628053099708,5.99062120486979,0.45590036072580936,0.11407125073153151
"2020","Female","Hispanic","Foreign-Born","COVID-19","65-100",11061,1527201.5266383477,723.7039491461853,6.584382398740136,0.9016445218622553,0.12458748123815014
"2020","Female","Hispanic","Foreign-Born","Circulatory diseases","65-100",13953,1527201.5266383477,913.4654779868523,6.817245584175507,0.8293445902400923,0.09079101621528704
"2020","Female","Hispanic","Foreign-Born","Diabetes","65-100",2212,1527201.5266383477,144.6981043019367,4.974649532666595,0.40800124396456094,0.28196723511539473
"2020","Female","Hispanic","Foreign-Born","External Causes","65-100",789,1527201.5266383477,51.627566355246486,3.944055761527394,0.23220109353475307,0.44976184222395826
"2020","Female","Hispanic","Foreign-Born","Malignant Neoplasm","65-100",7215,1527201.5266383477,472.0131879426836,6.157006925751759,0.7691912984438342,0.1629597049600311
"2020","Female","Hispanic","Foreign-Born","Respiratory diseases","65-100",3060,1527201.5266383477,200.24422471384514,5.299537745152278,0.4310784789557503,0.21527636044024445
"2020","Female","Hispanic","Foreign-Born","Total","65-100",50681,1527201.5266383477,3316.93556076243,8.106796611794955,1.585331790995097,0.04779507355369584
"2020","Female","Hispanic","US-Born","All other causes","65-100",6121,1218286.4733616523,504.87816221529835,6.224317137226771,0.8394985336865765,0.16627744998972324
"2020","Female","Hispanic","US-Born","Alzheimer's disease and dementia","65-100",6116,1218286.4733616523,503.85820958237565,6.222294898296907,0.5987984126414787,0.11884264288117774
"2020","Female","Hispanic","US-Born","COVID-19","65-100",6480,1218286.4733616523,534.5851312636337,6.281490990492808,0.8689463680936534,0.1625459290346644
"2020","Female","Hispanic","US-Born","Circulatory diseases","65-100",11415,1218286.4733616523,941.2384590004517,6.84719651768483,0.9960778891908283,0.1058263057215717
"2020","Female","Hispanic","US-Born","Diabetes","65-100",1932,1218286.4733616523,159.49698758446448,5.0720250354287675,0.5006873825473832,0.31391651349041017
"2020","Female","Hispanic","US-Born","External Causes","65-100",846,1218286.4733616523,69.703463628387,4.244250009908948,0.3022964042435171,0.43368921500825647
"2020","Female","Hispanic","US-Born","Malignant Neoplasm","65-100",5699,1218286.4733616523,470.45136072910765,6.153692575847588,0.8735116709281371,0.18567523528348706
"2020","Female","Hispanic","US-Born","Respiratory diseases","65-100",2840,1218286.4733616523,234.51516304876938,5.4575202469846715,0.5581435896830286,0.23799893466460328
"2020","Female","Hispanic","US-Born","Total","65-100",41449,1218286.4733616523,3418.7269370524873,8.137023520129983,1.8324620894543109,0.05360071521342967
"2020","Female","Hispanic","Total","All other causes","65-100",12410,2745488,452.96605388883415,6.115817186447435,0.5217008532314096,0.11517438199893101
"2020","Female","Hispanic","Total","Alzheimer's disease and dementia","65-100",12218,2745488,445.8209962872434,6.099917517840098,0.36667078815604426,0.08224619100707349
"2020","Female","Hispanic","Total","COVID-19","65-100",17541,2745488,640.289650895915,6.461920653495361,0.6338315847414749,0.0989913836424806
"2020","Female","Hispanic","Total","Circulatory diseases","65-100",25368,2745488,925.8298046094003,6.830690421435424,0.6390153439027094,0.06902082226358056
"2020","Female","Hispanic","Total","Diabetes","65-100",4144,2745488,151.3082223226467,5.019318963816358,0.31771083221748714,0.2099759202378353
"2020","Female","Hispanic","Total","External Causes","65-100",1635,2745488,59.67015470190547,4.0888319741551555,0.1861813531325877,0.31201754723562386
"2020","Female","Hispanic","Total","Malignant Neoplasm","65-100",12914,2745488,471.38211546688365,6.155669050594549,0.5773617039998878,0.12248273429466792
"2020","Female","Hispanic","Total","Respiratory diseases","65-100",5900,2745488,215.4203736696978,5.372591345531173,0.3446262435678678,0.1599784819314631
"2020","Female","Hispanic","Total","Total","65-100",92130,2745488,3362.687371842526,8.12049574632561,1.1997716760989428,0.03567895386723235
"2020","Female","Black","Foreign-Born","All other causes","65-100",1397,333867.399172374,434.6849295735346,6.074621468825879,1.462668734528948,0.3364894053179987
"2020","Female","Black","Foreign-Born","Alzheimer's disease and dementia","65-100",1108,333867.399172374,352.98847812905007,5.866435416539557,1.0102600529752306,0.28620199116127715
"2020","Female","Black","Foreign-Born","COVID-19","65-100",2236,333867.399172374,695.2680046637707,6.544297389454448,1.8550065164352667,0.2668045277493161
"2020","Female","Black","Foreign-Born","Circulatory diseases","65-100",3974,333867.399172374,1245.727231509309,7.12747476006036,2.2280686651635433,0.1788568643927002
"2020","Female","Black","Foreign-Born","Diabetes","65-100",611,333867.399172374,188.83432926209616,5.240870065901292,0.9962764754959255,0.5275928796363741
"2020","Female","Black","Foreign-Born","External Causes","65-100",161,333867.399172374,49.7786155932262,3.9075854860510435,0.5289390597649661,1.0625829052524782
"2020","Female","Black","Foreign-Born","Malignant Neoplasm","65-100",1812,333867.399172374,553.0156102328535,6.315386229393099,1.8184988875844652,0.3288331927590192
"2020","Female","Black","Foreign-Born","Respiratory diseases","65-100",592,333867.399172374,184.76910213726492,5.219106949001815,0.9530668247626198,0.5158150436075544
"2020","Female","Black","Foreign-Born","Total","65-100",11891,333867.399172374,3705.066301101105,8.21745643260411,3.6338975869166084,0.09807915139971055
"2020","Female","Black","US-Born","All other causes","65-100",20198,2798002.600827626,735.0406963199496,6.599925866822811,0.6654778065532213,0.09053618525953713
"2020","Female","Black","US-Born","Alzheimer's disease and dementia","65-100",16300,2798002.600827626,604.9559789617672,6.40515569333689,0.44784526027653243,0.07402939649346552
"2020","Female","Black","US-Born","COVID-19","65-100",17676,2798002.600827626,644.4505289307868,6.468398060598045,0.6202187325087322,0.09623992915914618
"2020","Female","Black","US-Born","Circulatory diseases","65-100",41745,2798002.600827626,1526.4589138200924,7.330705896529443,0.8747798402005049,0.0573077881284924
"2020","Female","Black","US-Born","Diabetes","65-100",5671,2798002.600827626,205.85867848446733,5.327189906591105,0.3757519252498559,0.18252906703576627
"2020","Female","Black","US-Born","External Causes","65-100",2070,2798002.600827626,74.890483203733055,4.316026822420098,0.22485211518751078,0.30024123969906846
"2020","Female","Black","US-Born","Malignant Neoplasm","65-100",20435,2798002.600827626,737.4742882041324,6.603231224154206,0.7212247489804835,0.09779659582936523
"2020","Female","Black","US-Born","Respiratory diseases","65-100",8530,2798002.600827626,310.4731214664657,5.738097332301147,0.44401467678739764,0.14301227580995468
"2020","Female","Black","US-Born","Total","65-100",132625,2798002.600827626,4839.602689391395,8.484587907372473,1.3950516852394572,0.02882574820237758
"2020","Female","Black","Total","All other causes","65-100",21595,3131870,703.2566412128707,6.555721890927041,0.6150271637111376,0.08745415651538416
"2020","Female","Black","Total","Alzheimer's disease and dementia","65-100",17408,3131870,578.6835920830895,6.360755855115957,0.4148787755102198,0.07169354396532639
"2020","Female","Black","Total","COVID-19","65-100",19912,3131870,649.6854527663769,6.476488326942223,0.5881723359406511,0.09053186175497675
"2020","Female","Black","Total","Circulatory diseases","65-100",45719,3131870,1496.5961210773296,7.310948555819653,0.8169747466254105,0.05458885901944664
"2020","Female","Black","Total","Diabetes","65-100",6282,3131870,204.03059736692452,5.318269969690045,0.35211549805598424,0.17257975156674507
"2020","Female","Black","Total","External Causes","65-100",2231,3131870,72.21098013942023,4.279592113829222,0.2085834573995878,0.2888528268095358
"2020","Female","Black","Total","Malignant Neoplasm","65-100",22247,3131870,717.8952087503798,6.576323609581032,0.6730079270492011,0.09374737689372342
"2020","Female","Black","Total","Respiratory diseases","65-100",9122,3131870,297.15629406480446,5.694258243028038,0.4096330089134855,0.13785102893501286
"2020","Female","Black","Total","Total","65-100",144516,3131870,4719.514887461196,8.459461295217316,1.3064090414857672,0.027681002658909583
"2020","Female","Asian","Foreign-Born","All other causes","65-100",4132,1381272.913588277,306.2384209586943,5.7243639520296865,0.5724458398763953,0.1869281581600133
"2020","Female","Asian","Foreign-Born","Alzheimer's disease and dementia","65-100",3862,1381272.913588277,290.28344263801984,5.670857834054437,0.37873063631894816,0.13046925201008483
"2020","Female","Asian","Foreign-Born","COVID-19","65-100",4318,1381272.913588277,320.23467441966164,5.769054084579956,0.5649547968492388,0.17641899581082712
"2020","Female","Asian","Foreign-Born","Circulatory diseases","65-100",10156,1381272.913588277,756.9450050822883,6.6292906022941755,0.7853799060749441,0.10375653459653447
"2020","Female","Asian","Foreign-Born","Diabetes","65-100",1357,1381272.913588277,100.48516239811734,4.610010078769915,0.33318985884604374,0.3315811517783707
"2020","Female","Asian","Foreign-Born","External Causes","65-100",750,1381272.913588277,55.45654707796259,4.015599778566089,0.2466126960408789,0.44469536787817476
"2020","Female","Asian","Foreign-Born","Malignant Neoplasm","65-100",5709,1381272.913588277,418.4848394292639,6.036640663297879,0.760798382408635,0.18179831399537041
"2020","Female","Asian","Foreign-Born","Respiratory diseases","65-100",1960,1381272.913588277,146.0165231373608,4.983719787478553,0.35915786175737713,0.24597069841165156
"2020","Female","Asian","Foreign-Born","Total","65-100",32244,1381272.913588277,2394.1446151413684,7.780781291620691,1.4035679747079148,0.05862502899078373
"2020","Female","Asian","US-Born","All other causes","65-100",787,191196.08641172308,342.7331753832168,5.8369522300989285,1.7301678101196247,0.5048148047486473
"2020","Female","Asian","US-Born","Alzheimer's disease and dementia","65-100",1182,191196.08641172308,418.55017822250613,6.0367967829153315,1.1178036784274492,0.2670656319331948
"2020","Female","Asian","US-Born","COVID-19","65-100",358,191196.08641172308,153.48619073460534,5.0336106003393635,1.1402958935625804,0.7429306103076586
"2020","Female","Asian","US-Born","Circulatory diseases","65-100",1938,191196.08641172308,789.4221623367818,6.671301237748236,2.319247006765044,0.2937904605945952
"2020","Female","Asian","US-Born","Diabetes","65-100",215,191196.08641172308,97.64848917761583,4.581374185391589,0.9865565500050905,1.0103141977041883
"2020","Female","Asian","US-Born","External Causes","65-100",151,191196.08641172308,62.119333539940975,4.129057269632158,0.679393024800525,1.0936901381333952
"2020","Female","Asian","US-Born","Malignant Neoplasm","65-100",912,191196.08641172308,444.5719953364669,6.097112011099248,2.2377573033269993,0.5033509368113459
"2020","Female","Asian","US-Born","Respiratory diseases","65-100",370,191196.08641172308,160.08444201469536,5.075701438607977,1.178073005260482,0.7359072439733636
"2020","Female","Asian","US-Born","Total","65-100",5913,191196.08641172308,2468.615966745829,7.8114129352245145,4.040002219419694,0.1636545446453258
"2020","Female","Asian","Total","All other causes","65-100",4919,1572469,311.0818982628196,5.740056215977404,0.5439882764872165,0.17486979458625534
"2020","Female","Asian","Total","Alzheimer's disease and dementia","65-100",5044,1572469,314.03680264882786,5.749510184928167,0.3588427298498567,0.11426773130508948
"2020","Female","Asian","Total","COVID-19","65-100",4676,1572469,295.1105244147028,5.687349945205541,0.5179386793039844,0.17550667849993493
"2020","Female","Asian","Total","Circulatory diseases","65-100",12094,1572469,760.5448644860584,6.634035103366351,0.7442079534172024,0.09785194643581009
"2020","Female","Asian","Total","Diabetes","65-100",1572,1572469,99.45940270359921,4.5997495478754296,0.3158116250631857,0.3175281737859836
"2020","Female","Asian","Total","External Causes","65-100",901,1572469,56.837810481047306,4.040201781745354,0.2318415367070929,0.4079001895831314
"2020","Female","Asian","Total","Malignant Neoplasm","65-100",6621,1572469,421.2040243449267,6.0431173346893114,0.7205599491718214,0.17107147784080767
"2020","Female","Asian","Total","Respiratory diseases","65-100",2330,1572469,146.80241365349596,4.989087557826558,0.34512828240905297,0.23509714439959692
"2020","Female","Asian","Total","Total","65-100",38157,1572469,2405.0777409954776,7.785337506755673,1.3260195532008905,0.05513416596055819
"2020","Male","White","Foreign-Born","All other causes","65-100",7716,1053962.2765243037,723.5192987867282,6.584127219919973,1.0394522257006333,0.14366613681814627
"2020","Male","White","Foreign-Born","Alzheimer's disease and dementia","65-100",4772,1053962.2765243037,444.31730319175165,6.096538954022046,0.6197507044818445,0.1394838103377626
"2020","Male","White","Foreign-Born","COVID-19","65-100",7661,1053962.2765243037,717.0241109218489,6.575109467540294,1.0228871077896502,0.14265728198101535
"2020","Male","White","Foreign-Born","Circulatory diseases","65-100",18038,1053962.2765243037,1690.0312034858125,7.432502271347741,1.4447067246417187,0.08548402666541931
"2020","Male","White","Foreign-Born","Diabetes","65-100",1533,1053962.2765243037,143.96416969545632,4.96956444705545,0.5012978062089074,0.3482101187186779
"2020","Male","White","Foreign-Born","External Causes","65-100",2058,1053962.2765243037,193.83984290321135,5.267032266062272,0.5587603723284528,0.2882587831065539
"2020","Male","White","Foreign-Born","Malignant Neoplasm","65-100",10545,1053962.2765243037,990.3016926750545,6.898009636780623,1.2863189912768858,0.1298916280555084
"2020","Male","White","Foreign-Born","Respiratory diseases","65-100",4381,1053962.2765243037,410.1334315023083,6.016482549441926,0.7802354349378179,0.19023941356836857
"2020","Male","White","Foreign-Born","Total","65-100",56704,1053962.2765243037,5313.131053162171,8.577936592655702,2.303969116290108,0.04336367940555267
"2020","Male","White","US-Born","All other causes","65-100",131721,18141280.723475695,772.4013797797628,6.649504336906677,0.2555498915625629,0.033085115880480256
"2020","Male","White","US-Born","Alzheimer's disease and dementia","65-100",75582,18141280.723475695,473.71282415048165,6.16060128186742,0.15645354465559944,0.033027086597490915
"2020","Male","White","US-Born","COVID-19","65-100",88306,18141280.723475695,525.5577002670901,6.264459984987904,0.20332085126627447,0.03868668486123334
"2020","Male","White","US-Born","Circulatory diseases","65-100",270178,18141280.723475695,1616.195386433701,7.387830139218922,0.3353380477288735,0.020748608153673232
"2020","Male","White","US-Born","Diabetes","65-100",25070,18141280.723475695,143.9131941161673,4.969210299170066,0.12055698852889099,0.08377062941954921
"2020","Male","White","US-Born","External Causes","65-100",34595,18141280.723475695,202.06307526496585,5.3085799024470965,0.1351269513691871,0.0668736488306905
"2020","Male","White","US-Born","Malignant Neoplasm","65-100",177429,18141280.723475695,1014.5206682940425,6.922171531945524,0.3111798025433777,0.030672593695566505
"2020","Male","White","US-Born","Respiratory diseases","65-100",87435,18141280.723475695,513.1361315419643,6.240541173597629,0.2103196408826658,0.04098710419214864
"2020","Male","White","US-Born","Total","65-100",890316,18141280.723475695,5261.500359848175,8.568171504573561,0.5415764463705008,0.010293194133433993
"2020","Male","White","Total","All other causes","65-100",139437,19195243,769.3610255789071,6.645560333431968,0.24812166792497778,0.0322503557726073
"2020","Male","White","Total","Alzheimer's disease and dementia","65-100",80354,19195243,471.8499439837858,6.156661019751187,0.151685503270068,0.0321469791835517
"2020","Male","White","Total","COVID-19","65-100",95967,19195243,536.5459762649291,6.2851522550717505,0.20010621687935412,0.037295260002201215
"2020","Male","White","Total","Circulatory diseases","65-100",288216,19195243,1620.247340467129,7.390334095872829,0.3266055596950142,0.020157759345610246
"2020","Male","White","Total","Diabetes","65-100",26603,19195243,143.93197869224258,4.969340817781295,0.11720440537817108,0.08143041347939725
"2020","Male","White","Total","External Causes","65-100",36653,19195243,201.50977575737667,5.305837895134873,0.13129162418372187,0.06515397264984335
"2020","Male","White","Total","Malignant Neoplasm","65-100",187974,19195243,1013.0971213705744,6.920767374648601,0.30241608156487654,0.029850650563072487
"2020","Male","White","Total","Respiratory diseases","65-100",91816,19195243,506.998194921345,6.2285074432719165,0.20331895462907834,0.04010250069245729
"2020","Male","White","Total","Total","65-100",947020,19195243,5263.54135703629,8.56855934098668,0.5271416973447239,0.010014962581039516
"2020","Male","Hispanic","Foreign-Born","All other causes","65-100",6053,1172670.0614453861,560.484047352131,6.3288007806480024,0.9088815070061732,0.1621601027361903
"2020","Male","Hispanic","Foreign-Born","Alzheimer's disease and dementia","65-100",3047,1172670.0614453861,314.42971935148984,5.7507605832870325,0.5133824271179623,0.16327414220793496
"2020","Male","Hispanic","Foreign-Born","COVID-19","65-100",16322,1172670.0614453861,1471.1166071257126,7.293776988109388,1.4757383812097418,0.1003141677594857
"2020","Male","Hispanic","Foreign-Born","Circulatory diseases","65-100",13108,1172670.0614453861,1247.429869202755,7.128840608973495,1.2333802214801273,0.09887371241706702
"2020","Male","Hispanic","Foreign-Born","Diabetes","65-100",2317,1172670.0614453861,209.70444570565257,5.345699137996229,0.5886096019877416,0.2806853235786578
"2020","Male","Hispanic","Foreign-Born","External Causes","65-100",1294,1172670.0614453861,116.91636821281868,4.761458877605446,0.43367093807762574,0.3709240585443349
"2020","Male","Hispanic","Foreign-Born","Malignant Neoplasm","65-100",7716,1172670.0614453861,698.3331280999919,6.5486962497978585,1.056746914748123,0.15132418500942305
"2020","Male","Hispanic","Foreign-Born","Respiratory diseases","65-100",3180,1172670.0614453861,305.6481215922493,5.722434510839129,0.6320530777769594,0.20679108855121692
"2020","Male","Hispanic","Foreign-Born","Total","65-100",53037,1172670.0614453861,4924.062306642802,8.501889140888544,2.187922602932963,0.04443328428199107
"2020","Male","Hispanic","US-Born","All other causes","65-100",6027,963661.9385546137,681.7379576639,6.524645357710358,1.0964024695995187,0.1608246185024731
"2020","Male","Hispanic","US-Born","Alzheimer's disease and dementia","65-100",2957,963661.9385546137,383.283851793606,5.948775842079803,0.6166835901343921,0.16089474869566622
"2020","Male","Hispanic","US-Born","COVID-19","65-100",7446,963661.9385546137,842.6435899073252,6.736544080828864,1.21650801646387,0.1443680378079732
"2020","Male","Hispanic","US-Born","Circulatory diseases","65-100",11302,963661.9385546137,1325.4862405987676,7.189534645138625,1.3984054199472304,0.1055013154505114
"2020","Male","Hispanic","US-Born","Diabetes","65-100",1963,963661.9385546137,217.75634594847025,5.383376758584512,0.6584842894616848,0.3023949940900956
"2020","Male","Hispanic","US-Born","External Causes","65-100",1224,963661.9385546137,136.259494037932,4.91456111212809,0.49970029753240564,0.36672695804469874
"2020","Male","Hispanic","US-Born","Malignant Neoplasm","65-100",6564,963661.9385546137,728.2116233455531,6.590591697362852,1.1770566406465355,0.16163661810819452
"2020","Male","Hispanic","US-Born","Respiratory diseases","65-100",2912,963661.9385546137,341.0784238404858,5.832112432778634,0.7509025377482618,0.22015539103682527
"2020","Male","Hispanic","US-Born","Total","65-100",40395,963661.9385546137,4656.45752713604,8.446010250720938,2.3444787225540686,0.05034897685400007
"2020","Male","Hispanic","Total","All other causes","65-100",12080,2136332,614.7544096359883,6.42122285412627,0.7028520118115428,0.11433053603108262
"2020","Male","Hispanic","Total","Alzheimer's disease and dementia","65-100",6004,2136332,344.8255485571479,5.843038632787978,0.39609364400336466,0.11486783553618277
"2020","Male","Hispanic","Total","COVID-19","65-100",23768,2136332,1188.4046260798486,7.080367036276811,0.9822143536267536,0.08264982583135441
"2020","Male","Hispanic","Total","Circulatory diseases","65-100",24410,2136332,1282.3202709805983,7.156426427638177,0.925477876152997,0.07217213180645413
"2020","Male","Hispanic","Total","Diabetes","65-100",4280,2136332,213.308401275638,5.362739011835445,0.43890618175694873,0.20576131982246323
"2020","Male","Hispanic","Total","External Causes","65-100",2518,2136332,125.5060372299244,4.832353862832535,0.32789657039527353,0.26125959964346096
"2020","Male","Hispanic","Total","Malignant Neoplasm","65-100",14280,2136332,711.6185981375646,6.5675420911128315,0.7864190587954826,0.11051131334308636
"2020","Male","Hispanic","Total","Respiratory diseases","65-100",6092,2136332,321.62124478076066,5.773374594764638,0.48501664854499515,0.15080367246125675
"2020","Male","Hispanic","Total","Total","65-100",93432,2136332,4802.359136677471,8.476862562963708,1.6008693642835963,0.03333506134635244
"2020","Male","Black","Foreign-Born","All other causes","65-100",1533,241986.35727981702,715.9841401137127,6.573658016036143,2.3991137398895113,0.3350791736124886
"2020","Male","Black","Foreign-Born","Alzheimer's disease and dementia","65-100",622,241986.35727981702,333.81721286843464,5.81059357631056,1.459367693447601,0.4371756869298327
"2020","Male","Black","Foreign-Born","COVID-19","65-100",3255,241986.35727981702,1516.1130379970168,7.323905126745181,3.3491690327643853,0.22090496874751994
"2020","Male","Black","Foreign-Born","Circulatory diseases","65-100",3935,241986.35727981702,1882.1514197111564,7.540170773716053,3.5434344537738656,0.1882651106953795
"2020","Male","Black","Foreign-Born","Diabetes","65-100",589,241986.35727981702,274.97172984311794,5.6166682918117505,1.4861565856528962,0.5404761378563557
"2020","Male","Black","Foreign-Born","External Causes","65-100",279,241986.35727981702,121.5566087566758,4.800380069968393,1.0317075264335647,0.8487465527265328
"2020","Male","Black","Foreign-Born","Malignant Neoplasm","65-100",1856,241986.35727981702,842.0103088884974,6.735792257502886,2.625723653059153,0.31183984629894385
"2020","Male","Black","Foreign-Born","Respiratory diseases","65-100",698,241986.35727981702,336.00523084207265,5.817126727824384,1.6688331203871583,0.49666879179376056
"2020","Male","Black","Foreign-Born","Total","65-100",12767,241986.35727981702,6022.6096890206845,8.7032759475271,5.181608291227328,0.08603593058128081
