"period","sex","raceEthnicity","foreign","majorCauses","age","deaths","pop","ASDR","logASDR","ASDR.SD","coefOfVar"
"2017-2019","Male","Asian","Foreign-Born","Diabetes","25-100",4045,15661472.350301605,34.569068901945926,3.5429593198695106,0.3024913970010796,0.8750348407100199
"2017-2019","Male","Asian","Foreign-Born","External Causes","25-100",6507,15661472.350301605,47.17304091392616,3.8538225623356213,0.3565976497780781,0.7559352606263833
"2017-2019","Male","Asian","Foreign-Born","Malignant Neoplasm","25-100",23604,15661472.350301605,194.51303258710539,5.270499166402957,0.7319157879686984,0.3762811047845533
"2017-2019","Male","Asian","Foreign-Born","Respiratory diseases","25-100",7652,15661472.350301605,72.22065094294977,4.279726029142253,0.38122481274187403,0.5278612249604618
"2017-2019","Male","Asian","Foreign-Born","Total","25-100",89261,15661472.350301605,769.3565103285422,6.645554464583061,1.2598780144649073,0.1637573735389456
"2017-2019","Male","Asian","US-Born","All other causes","25-100",3288,4224478.649698395,141.62756701370918,4.953200844611685,1.515532894831124,1.0700832661232007
"2017-2019","Male","Asian","US-Born","Alzheimer disease and other dementias","25-100",1463,4224478.649698395,66.74917510730087,4.20094193926094,0.6975323448961357,1.0450051911126033
"2017-2019","Male","Asian","US-Born","COVID-19","25-100",0,4224478.649698395,0,NA,0,NA
"2017-2019","Male","Asian","US-Born","Circulatory diseases","25-100",7730,4224478.649698395,349.80449736741275,5.85737441946987,2.26297532402656,0.646925737392585
"2017-2019","Male","Asian","US-Born","Diabetes","25-100",1017,4224478.649698395,46.482957694462165,3.8390857442209714,0.9308407135804556,2.0025419202000414
"2017-2019","Male","Asian","US-Born","External Causes","25-100",2719,4224478.649698395,73.42893187028355,4.296318025127074,1.0333933350806526,1.407338100608901
"2017-2019","Male","Asian","US-Born","Malignant Neoplasm","25-100",4403,4224478.649698395,206.65390704701437,5.331045447369938,1.9476899497938673,0.9424888102167661
"2017-2019","Male","Asian","US-Born","Respiratory diseases","25-100",1886,4224478.649698395,88.43982511600036,4.482322378556268,1.1240224494023519,1.2709460335635556
"2017-2019","Male","Asian","US-Born","Total","25-100",22506,4224478.649698395,973.1868612161833,6.88057611021834,3.5791914834381418,0.3677804978753265
"2017-2019","Male","Asian","Total","All other causes","25-100",16959,19885951,120.48950681018597,4.791562668725596,0.5031071166970968,0.4175526400731894
"2017-2019","Male","Asian","Total","Alzheimer disease and other dementias","25-100",5714,19885951,48.81518277809885,3.888041386972558,0.22255306278836717,0.4559095144640462
"2017-2019","Male","Asian","Total","COVID-19","25-100",0,19885951,0,NA,0,NA
"2017-2019","Male","Asian","Total","Circulatory diseases","25-100",37261,19885951,274.10787582280875,5.613521736288169,0.7214567585875339,0.26320176186907684
"2017-2019","Male","Asian","Total","Diabetes","25-100",5062,19885951,36.21262601590872,3.5894078429902416,0.290395776000065,0.8019185790958381
"2017-2019","Male","Asian","Total","External Causes","25-100",9226,19885951,52.43212146409242,3.9595194085560874,0.34058583866543884,0.6495747819372242
"2017-2019","Male","Asian","Total","Malignant Neoplasm","25-100",28007,19885951,196.1609253217012,5.27893536991505,0.6849292273623945,0.34916700471264606
"2017-2019","Male","Asian","Total","Respiratory diseases","25-100",9538,19885951,74.73547953133833,4.31395493963973,0.3629076913922117,0.4855895669205361
"2017-2019","Male","Asian","Total","Total","25-100",111767,19885951,802.9537177441342,6.688297075603431,1.1927902379749213,0.14855031013817546
"2020","Female","White","Foreign-Born","All other causes","25-100",9854,4494316.689176755,155.84981834025203,5.048892840606327,0.9646354899632269,0.6189519501763103
"2020","Female","White","Foreign-Born","Alzheimer disease and other dementias","25-100",10986,4494316.689176755,142.32644397179135,4.95812332038056,0.5711233741471717,0.40127706293313037
"2020","Female","White","Foreign-Born","COVID-19","25-100",7509,4494316.689176755,109.86131266868249,4.699218776402007,0.7197823869727437,0.6551736634928519
"2020","Female","White","Foreign-Born","Circulatory diseases","25-100",22546,4494316.689176755,320.83943976597385,5.770940810349505,1.1317286014048853,0.35273986335046237
"2020","Female","White","Foreign-Born","Diabetes","25-100",1562,4494316.689176755,25.40488243109789,3.2349413772490347,0.4102629630478682,1.6148980974840843
"2020","Female","White","Foreign-Born","External Causes","25-100",2748,4494316.689176755,50.33889656854115,3.9187780698908727,0.6431160068784461,1.2775727135829906
"2020","Female","White","Foreign-Born","Malignant Neoplasm","25-100",13090,4494316.689176755,227.12212905679638,5.425487886270111,1.2922450945154282,0.5689648559926439
"2020","Female","White","Foreign-Born","Respiratory diseases","25-100",5149,4494316.689176755,77.80037885024319,4.354146300712891,0.6454546340155407,0.8296291657627618
"2020","Female","White","Foreign-Born","Total","25-100",73444,4494316.689176755,1109.5433016533782,7.011703769689827,2.2263647453135063,0.20065595835655126
"2020","Female","White","US-Born","All other causes","25-100",175488,70611000.31082325,199.71316915316552,5.296882182930366,0.28626318457447875,0.14333715988199838
"2020","Female","White","US-Born","Alzheimer disease and other dementias","25-100",157788,70611000.31082325,158.08484766845132,5.063131899448215,0.16435978120936415,0.10396934534426293
"2020","Female","White","US-Born","COVID-19","25-100",91738,70611000.31082325,97.47868986498543,4.5796337886275555,0.17287233532916418,0.17734372052866534
"2020","Female","White","US-Born","Circulatory diseases","25-100",310138,70611000.31082325,330.01965934527374,5.799152226459636,0.30675334740035126,0.09295002243469963
"2020","Female","White","US-Born","Diabetes","25-100",25353,70611000.31082325,29.017658515769806,3.3679045590102517,0.11406031298012623,0.3930720768463779
"2020","Female","White","US-Born","External Causes","25-100",56581,70611000.31082325,74.50747634636951,4.310899473992968,0.20596056871392796,0.27642939851627885
"2020","Female","White","US-Born","Malignant Neoplasm","25-100",202550,70611000.31082325,235.10774069324157,5.4600438801134965,0.32921987245565193,0.1400293633399352
"2020","Female","White","US-Born","Respiratory diseases","25-100",105597,70611000.31082325,116.36143604712886,4.756701174966529,0.21154201994323618,0.18179736098956115
"2020","Female","White","US-Born","Total","25-100",1125233,70611000.31082325,1240.2906776343857,7.123101048574691,0.6115116779324765,0.04930390020336335
"2020","Female","White","Total","All other causes","25-100",185342,75105317,196.99081975870126,5.283157127442527,0.2750993958814344,0.13965087115146288
"2020","Female","White","Total","Alzheimer disease and other dementias","25-100",168774,75105317,157.0237290783428,5.056396934554102,0.15810487842267465,0.10068852609136066
"2020","Female","White","Total","COVID-19","25-100",99247,75105317,98.29350986966791,4.587958001267132,0.16797972921563953,0.17089605350177434
"2020","Female","White","Total","Circulatory diseases","25-100",332684,75105317,329.5996151955467,5.797878630545395,0.2960438300113546,0.08981922804603885
"2020","Female","White","Total","Diabetes","25-100",26915,75105317,28.804066494260482,3.3605165748918187,0.10994557588510305,0.38170157643196273
"2020","Female","White","Total","External Causes","25-100",59329,75105317,73.00302425597374,4.290500868454292,0.1972653842498989,0.2702153592407604
"2020","Female","White","Total","Malignant Neoplasm","25-100",215640,75105317,234.61335186907547,5.45793884793779,0.3188426689411505,0.13590133144642114
"2020","Female","White","Total","Respiratory diseases","25-100",110746,75105317,113.97386818822687,4.735969195699042,0.2025563081622232,0.1777217105834323
"2020","Female","White","Total","Total","25-100",1198677,75105317,1232.301984709795,7.116639231516338,0.5899026691305911,0.04786997638971685
"2020","Female","Hispanic","Foreign-Born","All other causes","25-100",8593,8960682.682250917,127.74802588196769,4.850059775985689,0.7769262402367656,0.6081708385494768
"2020","Female","Hispanic","Foreign-Born","Alzheimer disease and other dementias","25-100",6162,8960682.682250917,100.46224257131497,4.609781961099968,0.4804403421941073,0.47822976065167755
"2020","Female","Hispanic","Foreign-Born","COVID-19","25-100",15173,8960682.682250917,226.29298224895638,5.421830541327697,1.0639040625740894,0.47014452326393164
"2020","Female","Hispanic","Foreign-Born","Circulatory diseases","25-100",16021,8960682.682250917,250.98755413279727,5.525403352774103,0.9350709847101338,0.3725567141928435
"2020","Female","Hispanic","Foreign-Born","Diabetes","25-100",2835,8960682.682250917,43.064929478906016,3.762708964689721,0.46902883562919007,1.0891201757544475
"2020","Female","Hispanic","Foreign-Born","External Causes","25-100",1938,8960682.682250917,24.87504841370812,3.213865229322486,0.3463389156784577,1.3923145391250678
"2020","Female","Hispanic","Foreign-Born","Malignant Neoplasm","25-100",11715,8960682.682250917,166.27264720592723,5.113628894053396,0.948037447770511,0.5701704181063376
"2020","Female","Hispanic","Foreign-Born","Respiratory diseases","25-100",3583,8960682.682250917,55.8441014852007,4.022563906422951,0.48511411201741206,0.8686935578074841
"2020","Female","Hispanic","Foreign-Born","Total","25-100",66020,8960682.682250917,995.5475314187784,6.903292868641459,1.891212984701608,0.1899671211083609
"2020","Female","Hispanic","US-Born","All other causes","25-100",10269,8533321.317749083,181.55981176063537,5.201585140798982,1.0694796048473132,0.5890508447195862
"2020","Female","Hispanic","US-Born","Alzheimer disease and other dementias","25-100",6218,8533321.317749083,127.45778747988942,4.8477852311907625,0.6361919139671794,0.4991393045070387
"2020","Female","Hispanic","US-Born","COVID-19","25-100",9143,8533321.317749083,171.82381852986737,5.146469640975691,1.047974903028007,0.6099124742975272
"2020","Female","Hispanic","US-Born","Circulatory diseases","25-100",14194,8533321.317749083,275.36936964528104,5.618113358777417,1.171028645780397,0.4252574087266371
"2020","Female","Hispanic","US-Born","Diabetes","25-100",2838,8533321.317749083,52.97636646107131,3.96984589827325,0.607656134038005,1.1470324875612785
"2020","Female","Hispanic","US-Born","External Causes","25-100",3910,8533321.317749083,49.49356565443954,3.901842674346632,0.5253253184111074,1.061401237645496
"2020","Female","Hispanic","US-Born","Malignant Neoplasm","25-100",9255,8533321.317749083,168.68889865196982,5.128056182122701,1.093710563466058,0.6483595377088476
"2020","Female","Hispanic","US-Born","Respiratory diseases","25-100",3737,8533321.317749083,71.61932123181111,4.271364887170044,0.6598674814543894,0.9213540007152379
"2020","Female","Hispanic","US-Born","Total","25-100",59564,8533321.317749083,1098.988939414965,7.002145890126375,2.2870520315396208,0.20810510001648502
"2020","Female","Hispanic","Total","All other causes","25-100",18862,17494004,151.22300342697488,5.018755591240753,0.6386150210391089,0.4223001835481294
"2020","Female","Hispanic","Total","Alzheimer disease and other dementias","25-100",12380,17494004,112.39853161994003,4.72205087349472,0.38787811316019877,0.3450917975261052
"2020","Female","Hispanic","Total","COVID-19","25-100",24316,17494004,202.43744983719077,5.310430949137461,0.7539580736582326,0.37244001752867334
"2020","Female","Hispanic","Total","Circulatory diseases","25-100",30215,17494004,261.4745927103177,5.566337118977077,0.7334728303957322,0.2805139967110807
"2020","Female","Hispanic","Total","Diabetes","25-100",5673,17494004,47.384942592454635,3.858304511408385,0.3742096925295092,0.7897227939009821
"2020","Female","Hispanic","Total","External Causes","25-100",5848,17494004,36.42373060078434,3.5952205018043917,0.3025528490934983,0.8306476138031375
"2020","Female","Hispanic","Total","Malignant Neoplasm","25-100",20970,17494004,167.22962468102364,5.1193678660624835,0.7154431829654552,0.4278208387599401
"2020","Female","Hispanic","Total","Respiratory diseases","25-100",7320,17494004,62.6778076197652,4.138007439527106,0.39657857500482424,0.6327256648966847
"2020","Female","Hispanic","Total","Total","25-100",125584,17494004,1041.2496830884513,6.948176889124177,1.458763502194752,0.14009737778434783
"2020","Female","Black","Foreign-Born","All other causes","25-100",2188,1935719.642311227,145.27127420592925,4.978602851140668,1.7846287265184697,1.2284801219466623
"2020","Female","Black","Foreign-Born","Alzheimer disease and other dementias","25-100",1130,1935719.642311227,87.52537252075103,4.471928722995637,1.0601297568880788,1.211225643897416
"2020","Female","Black","Foreign-Born","COVID-19","25-100",2972,1935719.642311227,208.24648264814618,5.338722390859397,2.141581766339824,1.0283879656004784
"2020","Female","Black","Foreign-Born","Circulatory diseases","25-100",4938,1935719.642311227,354.0368546781897,5.869401016975204,2.5421568299037904,0.7180486427647611
"2020","Female","Black","Foreign-Born","Diabetes","25-100",822,1935719.642311227,57.101159570469626,4.04482442416977,1.1508871157550291,2.0155231949969377
"2020","Female","Black","Foreign-Born","External Causes","25-100",494,1935719.642311227,28.06809973358237,3.3346336906679808,0.8117683049504195,2.8921384513222708
"2020","Female","Black","Foreign-Born","Malignant Neoplasm","25-100",3192,1935719.642311227,204.89499024074837,5.322497605169225,2.2701518555508216,1.107958692832572
"2020","Female","Black","Foreign-Born","Respiratory diseases","25-100",756,1935719.642311227,53.60056344050944,3.981559579971309,1.0826645775726114,2.0198753671204344
"2020","Female","Black","Foreign-Born","Total","25-100",16492,1935719.642311227,1138.744797038326,7.03768187955238,4.380514610252219,0.3846792206335576
"2020","Female","Black","US-Born","All other causes","25-100",32352,12879781.357688773,275.1289522232673,5.617239904934787,0.9022087304871786,0.32792213367462536
"2020","Female","Black","US-Born","Alzheimer disease and other dementias","25-100",16548,12879781.357688773,149.96764252113968,5.010419554300364,0.47152233714038455,0.31441604949808954
"2020","Female","Black","US-Born","COVID-19","25-100",23537,12879781.357688773,204.50157523827667,5.320575678329848,0.7624690628221612,0.3728426355316648
"2020","Female","Black","US-Born","Circulatory diseases","25-100",56276,12879781.357688773,488.8737396104772,6.1921042549296335,1.1086412085794104,0.2267745470359584
"2020","Female","Black","US-Born","Diabetes","25-100",8535,12879781.357688773,73.07783209067864,4.291525066191287,0.4836043116853313,0.6617660894554874
"2020","Female","Black","US-Born","External Causes","25-100",9221,12879781.357688773,71.9016185887353,4.2752987761389205,0.49126063632121164,0.6832400243047888
"2020","Female","Black","US-Born","Malignant Neoplasm","25-100",31900,12879781.357688773,272.0000579960619,5.605802279516791,0.9406005986234048,0.3458089698778752
"2020","Female","Black","US-Born","Respiratory diseases","25-100",11978,12879781.357688773,103.3984960192206,4.638590416699886,0.5576521595105054,0.539323279331688
"2020","Female","Black","US-Born","Total","25-100",190347,12879781.357688773,1638.849914287857,7.401750003036478,1.8877550632769722,0.11518779400231252
"2020","Female","Black","Total","All other causes","25-100",34540,14815501,259.58376114041727,5.559079429485167,0.8212995220602369,0.31639094774344123
"2020","Female","Black","Total","Alzheimer disease and other dementias","25-100",17678,14815501,143.43631907474995,4.965891167190907,0.4365377297960001,0.3043425351486496
"2020","Female","Black","Total","COVID-19","25-100",26509,14815501,204.5563347358178,5.320843413027225,0.7163795854363376,0.3502113910877088
"2020","Female","Black","Total","Circulatory diseases","25-100",61214,14815501,472.45643816194473,6.1579455483173815,1.0203351385777384,0.21596385532331266
"2020","Female","Black","Total","Diabetes","25-100",9357,14815501,71.002097392853,4.262709417349405,0.44625560097470224,0.6285104487908013
"2020","Female","Black","Total","External Causes","25-100",9715,14815501,66.0734981937735,4.190767731420449,0.43871320455890106,0.6639775652142534
"2020","Female","Black","Total","Malignant Neoplasm","25-100",35092,14815501,264.3066027559822,5.57710980334883,0.8716195688384539,0.32977593436936037
"2020","Female","Black","Total","Respiratory diseases","25-100",12734,14815501,97.57748185179565,4.5806467480677835,0.5080256802388207,0.5206382359922233
"2020","Female","Black","Total","Total","25-100",206839,14815501,1578.992533307334,7.364542285496731,1.7392360836675873,0.11014846789836362
"2020","Female","Asian","Foreign-Born","All other causes","25-100",5092,6360014.959467014,92.08262598404445,4.522686282513113,0.6900053237461599,0.7493328045029037
"2020","Female","Asian","Foreign-Born","Alzheimer disease and other dementias","25-100",3895,6360014.959467014,73.59882424886476,4.298629050727676,0.40465658323059617,0.5498139234701672
"2020","Female","Asian","Foreign-Born","COVID-19","25-100",5055,6360014.959467014,92.22569422746331,4.524238770995349,0.6650812006901614,0.7211452364346758
"2020","Female","Asian","Foreign-Born","Circulatory diseases","25-100",11200,6360014.959467014,206.90962065998988,5.332282082752082,0.8986081154500182,0.434299822590986
"2020","Female","Asian","Foreign-Born","Diabetes","25-100",1565,6360014.959467014,28.580577943991358,3.3527273942703655,0.38531796063019863,1.3481811368030996
"2020","Female","Asian","Foreign-Born","External Causes","25-100",1300,6360014.959467014,22.36252861773239,3.1073867285537453,0.35880760352034,1.604503719833468
"2020","Female","Asian","Foreign-Born","Malignant Neoplasm","25-100",8465,6360014.959467014,148.63952327707312,5.001524067828639,0.9817878007584475,0.6605159779262311
"2020","Female","Asian","Foreign-Born","Respiratory diseases","25-100",2170,6360014.959467014,40.09152783754231,3.6911650361188695,0.41106977861558447,1.0253282944997986
"2020","Female","Asian","Foreign-Born","Total","25-100",38742,6360014.959467014,704.4909227967016,6.557475446652039,1.7076254770470316,0.24239140942626586
"2020","Female","Asian","US-Born","All other causes","25-100",1116,1402366.0405329857,115.01367673029503,4.745051049381387,2.175168673974394,1.89122610094026
"2020","Female","Asian","US-Born","Alzheimer disease and other dementias","25-100",1192,1402366.0405329857,106.43592475055421,4.667543158553476,1.2044945246936538,1.1316616335288447
"2020","Female","Asian","US-Born","COVID-19","25-100",475,1402366.0405329857,49.14381380615556,3.8947509751143294,1.404113998446375,2.857153097610225
"2020","Female","Asian","US-Born","Circulatory diseases","25-100",2288,1402366.0405329857,235.71626873335768,5.462628830612109,2.821235014038895,1.196877512612537
"2020","Female","Asian","US-Born","Diabetes","25-100",299,1402366.0405329857,33.303015873772274,3.5056479596654233,1.2457758352574073,3.7407297884949684
"2020","Female","Asian","US-Born","External Causes","25-100",424,1402366.0405329857,33.800247495011746,3.5204681247997907,1.1099689173887277,3.2839076623700385
"2020","Female","Asian","US-Born","Malignant Neoplasm","25-100",1384,1402366.0405329857,161.9315191563527,5.087173524603484,2.8711855840876415,1.7730863015713287
"2020","Female","Asian","US-Born","Respiratory diseases","25-100",451,1402366.0405329857,48.89757937582836,3.889727893738783,1.4206221264451722,2.9053015396247432
"2020","Female","Asian","US-Born","Total","25-100",7629,1402366.0405329857,784.2420459213276,6.664717704744987,5.106417465499012,0.6511277343591024
"2020","Female","Asian","Total","All other causes","25-100",6208,7762381,95.36230851672303,4.55768341146281,0.6613167172364947,0.6934780916304308
"2020","Female","Asian","Total","Alzheimer disease and other dementias","25-100",5087,7762381,79.65678242328416,4.3777271855654645,0.38396870848378434,0.48202889547236843
"2020","Female","Asian","Total","COVID-19","25-100",5530,7762381,85.90889025344192,4.453287319018424,0.6117337100203392,0.7120726483785887
"2020","Female","Asian","Total","Circulatory diseases","25-100",13488,7762381,210.4299021825135,5.349152591404696,0.859493666402957,0.40844654561379157
"2020","Female","Asian","Total","Diabetes","25-100",1864,7762381,29.038851960256018,3.3686346561261087,0.3706276294906749,1.276316398451061
"2020","Female","Asian","Total","External Causes","25-100",1724,7762381,24.48170855818335,3.1979262492520717,0.34635646635920436,1.4147561046895558
"2020","Female","Asian","Total","Malignant Neoplasm","25-100",9849,7762381,150.16223173809868,5.011716254568573,0.9286974850627507,0.6184627614502379
"2020","Female","Asian","Total","Respiratory diseases","25-100",2621,7762381,40.963826579965335,3.71268939873009,0.39891755394693096,0.973828832050652
"2020","Female","Asian","Total","Total","25-100",46371,7762381,716.004502212466,6.573686454947113,1.6234027166793126,0.22673079731523627
"2020","Male","White","Foreign-Born","All other causes","25-100",10620,4120820.15676353,243.02412463007914,5.493160716725866,1.3644892086337457,0.5614624518083183
"2020","Male","White","Foreign-Born","Alzheimer disease and other dementias","25-100",4834,4120820.15676353,108.7709953642911,4.689244712156019,0.6487994460289973,0.5964820344394812
"2020","Male","White","Foreign-Born","COVID-19","25-100",9028,4120820.15676353,205.56013618888272,5.325738624649995,1.1999521023262079,0.5837474738893973
"2020","Male","White","Foreign-Born","Circulatory diseases","25-100",22182,4120820.15676353,505.1684905391176,6.224892018260283,1.7878442338129592,0.3539104808189769
"2020","Male","White","Foreign-Born","Diabetes","25-100",2061,4120820.15676353,47.16581563121225,3.8536693850978923,0.6294034839268462,1.3344484252072064
"2020","Male","White","Foreign-Born","External Causes","25-100",5402,4120820.15676353,128.8920511207105,4.8589752410204605,1.1279159886256096,0.8750857627126201
"2020","Male","White","Foreign-Born","Malignant Neoplasm","25-100",13669,4120820.15676353,312.95866580157195,5.746071123677766,1.5825854573868832,0.5056851368321925
"2020","Male","White","Foreign-Born","Respiratory diseases","25-100",5137,4120820.15676353,117.02540661104929,4.762391061745783,0.911218044463171,0.7786497572204425
"2020","Male","White","Foreign-Born","Total","25-100",72933,4120820.15676353,1668.5656858869147,7.419719665643619,3.0594085908140354,0.1833555979660356
"2020","Male","White","US-Born","All other causes","25-100",188829,66853540.84323647,271.6037317820944,5.6043441355831325,0.3551859337725844,0.13077358379506632
"2020","Male","White","US-Born","Alzheimer disease and other dementias","25-100",76991,66853540.84323647,116.43033668113989,4.757293125749115,0.16470852264365465,0.14146529791005505
"2020","Male","White","US-Born","COVID-19","25-100",101186,66853540.84323647,145.9577562347665,4.983317238983431,0.23664396409995722,0.16213181827715004
"2020","Male","White","US-Born","Circulatory diseases","25-100",341429,66853540.84323647,494.85890509501763,6.204272681724922,0.43206286772635055,0.08731031477414564
"2020","Male","White","US-Born","Diabetes","25-100",34953,66853540.84323647,49.36399768952711,3.899221366786121,0.15852614414298166,0.3211371679012415
"2020","Male","White","US-Born","External Causes","25-100",110813,66853540.84323647,167.9423684342598,5.123620875515684,0.32428890210508465,0.19309534879640924
"2020","Male","White","US-Born","Malignant Neoplasm","25-100",232598,66853540.84323647,325.7207736177727,5.786040491696726,0.3921733617703514,0.12040170401613978
"2020","Male","White","US-Born","Respiratory diseases","25-100",103481,66853540.84323647,147.51961014556383,4.993961117082204,0.2488656746630182,0.16870006260011935
"2020","Male","White","US-Born","Total","25-100",1190280,66853540.84323647,1719.3974796801417,7.449729205925696,0.7678209585943918,0.044656396654555355
"2020","Male","White","Total","All other causes","25-100",199449,70974361,269.8333291480965,5.597804468939128,0.34363407687276815,0.12735049371316415
"2020","Male","White","Total","Alzheimer disease and other dementias","25-100",81825,70974361,115.94885037529563,4.753149148820958,0.159641484609688,0.1376826799860205
"2020","Male","White","Total","COVID-19","25-100",110214,70974361,149.3885469621069,5.00655060953331,0.23317908582701216,0.15608899783070995
"2020","Male","White","Total","Circulatory diseases","25-100",363611,70974361,495.327059726761,6.205218271105621,0.41969946585604223,0.08473178632468868
"2020","Male","White","Total","Diabetes","25-100",37014,70974361,49.23186423019503,3.8965410608206636,0.15366370937596574,0.3121224673871283
"2020","Male","White","Total","External Causes","25-100",116215,70974361,165.5701907302481,5.109395218080251,0.31214508576014327,0.18852734564321386
"2020","Male","White","Total","Malignant Neoplasm","25-100",246267,70974361,324.9506631297498,5.783673365051461,0.38054494961124,0.11710853147552801
"2020","Male","White","Total","Respiratory diseases","25-100",108618,70974361,145.70114758277703,4.981557589510409,0.24036071878286164,0.16496830860327014
"2020","Male","White","Total","Total","25-100",1263213,70974361,1715.9516518852301,7.447723104758931,0.7442974750483003,0.043375200824019605
"2020","Male","Hispanic","Foreign-Born","All other causes","25-100",11873,8956452.063586986,201.37901186989268,5.3051887636817705,1.1065147540312694,0.5494687573232152
"2020","Male","Hispanic","Foreign-Born","Alzheimer disease and other dementias","25-100",3110,8956452.063586986,79.45231230287868,4.375156996434341,0.543712838297542,0.6843260095752335
"2020","Male","Hispanic","Foreign-Born","COVID-19","25-100",28457,8956452.063586986,501.3908057041462,6.217385848308648,1.7566813538964148,0.3503617006756548
"2020","Male","Hispanic","Foreign-Born","Circulatory diseases","25-100",19144,8956452.063586986,379.10069107680073,5.937801845461278,1.4254076166411722,0.3759971031950463
"2020","Male","Hispanic","Foreign-Born","Diabetes","25-100",3587,8956452.063586986,66.73439831436366,4.200720536842369,0.6791483306493115,1.0176885501388182
"2020","Male","Hispanic","Foreign-Born","External Causes","25-100",7525,8956452.063586986,91.0227939073643,4.511109957649856,0.710749533901398,0.7808478551259829
"2020","Male","Hispanic","Foreign-Born","Malignant Neoplasm","25-100",11951,8956452.063586986,222.5074725572221,5.404960685569188,1.2212509102798257,0.5488583804599
"2020","Male","Hispanic","Foreign-Born","Respiratory diseases","25-100",4187,8956452.063586986,87.70453030387735,4.473973554872673,0.7088722985996428,0.8082504930401573
"2020","Male","Hispanic","Foreign-Born","Total","25-100",89834,8956452.063586986,1629.2920160365456,7.395900853455417,2.6634741298166915,0.16347432526527206
"2020","Male","Hispanic","US-Born","All other causes","25-100",13255,8575393.936413014,270.0117192156979,5.598465362559011,1.420367139343922,0.526039070996495
"2020","Male","Hispanic","US-Born","Alzheimer disease and other dementias","25-100",3039,8575393.936413014,97.39498254863963,4.578774695447268,0.6577764760731684,0.6753699819645954
"2020","Male","Hispanic","US-Born","COVID-19","25-100",12212,8575393.936413014,280.7059017387517,5.637307508222523,1.4628354026651884,0.5211274125709778
"2020","Male","Hispanic","US-Born","Circulatory diseases","25-100",17584,8575393.936413014,425.59273262838747,6.05348286229045,1.6848228008764994,0.3958767788329758
"2020","Male","Hispanic","US-Born","Diabetes","25-100",3506,8575393.936413014,77.65106020222255,4.3522252031038375,0.8078505839991679,1.04036001813153
"2020","Male","Hispanic","US-Born","External Causes","25-100",12347,8575393.936413014,145.2375807754653,4.978370889670046,0.9350524735581949,0.6438089016394244
"2020","Male","Hispanic","US-Born","Malignant Neoplasm","25-100",10362,8575393.936413014,241.06066863321473,5.485048638877477,1.405277894733823,0.582956109224114
"2020","Male","Hispanic","US-Born","Respiratory diseases","25-100",4045,8575393.936413014,102.52723541990584,4.630128474697153,0.867977206268223,0.846582083983222
"2020","Male","Hispanic","US-Born","Total","25-100",76350,8575393.936413014,1640.181881162285,7.40256241781668,2.9883749788281415,0.18219778020657587
"2020","Male","Hispanic","Total","All other causes","25-100",25128,17531846,231.08568982218588,5.442788593347449,0.877486425547409,0.37972339447873676
"2020","Male","Hispanic","Total","Alzheimer disease and other dementias","25-100",6149,17531846,87.35576828059715,4.46998907081186,0.42073710870519787,0.4816363212029
"2020","Male","Hispanic","Total","COVID-19","25-100",40669,17531846,404.07386489121006,6.001597695138205,1.176781322217521,0.2912292589213482
"2020","Male","Hispanic","Total","Circulatory diseases","25-100",36728,17531846,399.0240013221774,5.9890215687703705,1.0872920764450489,0.2724878886588966
"2020","Male","Hispanic","Total","Diabetes","25-100",7093,17531846,71.39730100962079,4.26826006764536,0.5192512836538565,0.7272701857229693
"2020","Male","Hispanic","Total","External Causes","25-100",19872,17531846,115.87096722211787,4.752477220450768,0.5674318704305626,0.4897101353636144
"2020","Male","Hispanic","Total","Malignant Neoplasm","25-100",22313,17531846,230.4284956943002,5.439940600402824,0.9204631733095493,0.39945718108175693
"2020","Male","Hispanic","Total","Respiratory diseases","25-100",8232,17531846,94.1527268867852,4.544918217899723,0.5503901195275134,0.5845716186099793
"2020","Male","Hispanic","Total","Total","25-100",166184,17531846,1633.3888151289943,7.398412163300017,1.9837587274877297,0.12145049048416959
"2020","Male","Black","Foreign-Born","All other causes","25-100",2634,1743426.9162568494,235.37292759660446,5.461171182250736,2.767598435699114,1.1758354981429224
"2020","Male","Black","Foreign-Born","Alzheimer disease and other dementias","25-100",652,1743426.9162568494,83.9976088600971,4.430788332486926,1.5290986195062575,1.8204073190381647
"2020","Male","Black","Foreign-Born","COVID-19","25-100",4658,1743426.9162568494,452.3875759239181,6.114539281274053,3.747472514515881,0.8283765324152327
"2020","Male","Black","Foreign-Born","Circulatory diseases","25-100",5918,1743426.9162568494,573.7933251387659,6.352269270748279,4.027556185289198,0.7019175735993749
"2020","Male","Black","Foreign-Born","Diabetes","25-100",907,1743426.9162568494,85.35741022492404,4.446847267087653,1.6840022619612776,1.972883499538925
"2020","Male","Black","Foreign-Born","External Causes","25-100",1591,1743426.9162568494,97.12593851129122,4.576008471563044,1.6623936654727771,1.7115856906541171
"2020","Male","Black","Foreign-Born","Malignant Neoplasm","25-100",2964,1743426.9162568494,268.8749173165805,5.594246280071642,2.9969610600018024,1.1146302116657096
"2020","Male","Black","Foreign-Born","Respiratory diseases","25-100",965,1743426.9162568494,97.59118635713816,4.580787185623574,1.838554167343142,1.8839346420227874
"2020","Male","Black","Foreign-Born","Total","25-100",20289,1743426.9162568494,1894.5008899293198,7.546710700202182,6.147265319947984,0.3244794105204842
